id,category,name,description,when_to_use,trade_offs,implementation_notes,keywords,references,source_url,source_type,last_updated,throughput_tier,latency_tier,cost_tier,complexity_tier
14,tenant,Tenant boundary enforcement,Guarantee every data access is scoped to tenant context,Multi-tenant SaaS and enterprise workspaces,Requires pervasive tests and central helpers,Apply tenant filters in repositories plus database RLS where possible,tenant boundary isolation rls workspace,PostgreSQL RLS,https://architecture.example.com/pattern/tenant-boundary-enforcement,engineering-blog,2026-05-04,any,any,medium,medium
15,dependency,Software composition analysis,Detect vulnerable dependencies before deploy,Any backend using package managers and containers,Can produce noisy findings,Run SCA in CI and prioritize reachable critical vulnerabilities,dependency scan sca vulnerability snyk npm pip,OWASP Dependency Check,https://architecture.example.com/pattern/software-composition-analysis,engineering-blog,2026-05-04,any,any,medium,medium
16,headers,Security headers baseline,Set browser-facing defensive headers for API and app responses,Web apps and APIs served to browsers,Headers vary by frontend embedding needs,Use HSTS CSP frame-ancestors nosniff and permissions-policy,security headers hsts csp x-frame-options,OWASP Secure Headers,https://architecture.example.com/pattern/security-headers-baseline,engineering-blog,2026-05-04,any,any,medium,medium
17,auth,Refresh token rotation,Rotate refresh token on every use and detect reuse,Browser and mobile apps with long-lived sessions,Requires token family state,Store hashed refresh tokens and revoke family on reuse,refresh token rotation reuse jwt,OAuth Security BCP,https://architecture.example.com/pattern/refresh-token-rotation,engineering-blog,2026-05-04,any,any,medium,medium
18,auth,Session revocation list,Invalidate compromised or logged-out sessions before expiry,Enterprise SaaS admin logout and incident response,Adds lookup to auth flow,Track token version or session id in server store,session revocation jwt logout,OWASP Session Management,https://architecture.example.com/pattern/session-revocation-list,engineering-blog,2026-05-04,any,any,medium,medium
19,auth,Step-up authentication,Require stronger auth for sensitive actions,Payments password changes exports and admin actions,Adds UX friction,Prompt MFA before high-risk operation and record auth time,step up mfa sensitive action,OWASP ASVS,https://architecture.example.com/pattern/step-up-authentication,engineering-blog,2026-05-04,any,any,medium,medium
20,auth,MFA recovery codes,Allow secure account recovery when MFA device is lost,Consumer and enterprise accounts,Recovery codes become sensitive credentials,Hash recovery codes and show them once,mfa recovery code account,OWASP MFA,https://architecture.example.com/pattern/mfa-recovery-codes,engineering-blog,2026-05-04,any,any,medium,medium
21,authz,Ownership check policy,Verify actor owns or can access the target resource,Any endpoint with path IDs or object IDs,Easy to miss in nested resources,Centralize ownership checks in service policies,ownership check idor authorization,OWASP IDOR,https://architecture.example.com/pattern/ownership-check-policy,engineering-blog,2026-05-04,any,any,medium,medium
22,authz,Deny by default authorization,Default every action to forbidden until explicitly allowed,Admin APIs multi-role apps and enterprise systems,Requires complete policy coverage,Write tests for allowed and denied cases,deny by default authorization policy,OWASP ASVS,https://architecture.example.com/pattern/deny-by-default-authorization,engineering-blog,2026-05-04,any,any,medium,medium
23,api,Mass assignment protection,Prevent clients from setting server-controlled fields,User profile admin flags roles and account status,Requires explicit DTO mapping,Map allowed input fields only and ignore or reject extras,mass assignment dto input role,OWASP API Security,https://architecture.example.com/pattern/mass-assignment-protection,engineering-blog,2026-05-04,any,any,medium,medium
24,api,Object level authorization,Check authorization for each object in collection and detail APIs,Multi-tenant APIs and shared workspaces,Can add query complexity,Apply auth filters in repository and service policy,b object level auth bola idor,OWASP API1,https://architecture.example.com/pattern/object-level-authorization,engineering-blog,2026-05-04,any,any,medium,medium
25,input,Output encoding,Encode untrusted data before rendering or returning HTML,APIs serving HTML emails admin panels and templates,Context-specific encoding needed,Encode by HTML attribute URL or JS context as appropriate,output encoding xss html,OWASP XSS,https://architecture.example.com/pattern/output-encoding,engineering-blog,2026-05-04,any,any,medium,medium
26,input,SQL injection prevention,Use parameterized queries and safe query builders,Any SQL database access,Dynamic query builders still need whitelist,Parameterize values and whitelist identifiers,sql injection parameterized query,OWASP SQL Injection,https://architecture.example.com/pattern/sql-injection-prevention,engineering-blog,2026-05-04,any,any,medium,medium
27,input,SSRF guard,Restrict server-side outbound requests to user-provided URLs,Webhook testers importers image fetchers and integrations,Can block valid internal integrations if too strict,Validate scheme resolve IP block private ranges and use egress allowlist,ssrf outbound url fetch,OWASP SSRF,https://architecture.example.com/pattern/ssrf-guard,engineering-blog,2026-05-04,any,any,medium,medium
28,input,File upload scanning,Validate and scan uploaded files before use,User documents images imports and attachments,Scanning adds latency and cost,Check MIME size extension virus scan and store outside web root,file upload scan mime virus,OWASP File Upload,https://architecture.example.com/pattern/file-upload-scanning,engineering-blog,2026-05-04,any,any,medium,medium
29,data,Tokenization of sensitive values,Replace sensitive identifiers with tokens,Payments PII and external account identifiers,Requires token vault or mapping service,Store token in app database and keep raw value in controlled vault,tokenization pii payment vault,PCI DSS,https://architecture.example.com/pattern/tokenization-of-sensitive-values,engineering-blog,2026-05-04,any,any,medium,medium
30,data,KMS envelope encryption,Encrypt data keys with managed key service,Sensitive fields backups files and multi-tenant isolation,Key lifecycle needs operational care,Generate data key encrypt data and store encrypted data key,kms envelope encryption key,Cloud KMS,https://architecture.example.com/pattern/kms-envelope-encryption,engineering-blog,2026-05-04,any,any,medium,medium
31,data,Per-tenant encryption keys,Isolate tenant data cryptographically,Enterprise SaaS regulated tenants and BYOK,More complex key management and rotation,Use tenant key hierarchy and key access audit,tenant key encryption byok kms,SOC2,https://architecture.example.com/pattern/per-tenant-encryption-keys,engineering-blog,2026-05-04,any,any,medium,medium
32,logging,Audit log tamper resistance,Make audit logs hard to alter silently,Compliance finance healthcare and admin actions,Adds storage and verification complexity,Use append-only storage hashes or external log sink,audit tamper resistant hash,OWASP Logging,https://architecture.example.com/pattern/audit-log-tamper-resistance,engineering-blog,2026-05-04,any,any,medium,medium
33,logging,Security event alerting,Alert on suspicious auth and privilege events,Login abuse admin changes and data exports,Too noisy alerts get ignored,Alert on impossible travel brute force role changes and mass export,security alert login admin export,MITRE ATTACK,https://architecture.example.com/pattern/security-event-alerting,engineering-blog,2026-05-04,any,any,medium,medium
34,secrets,Secret rotation runbook,Rotate secrets safely without downtime,API keys database passwords webhook secrets and JWT keys,Requires dual-secret windows,Support multiple active keys and document rotation steps,secret rotation runbook jwt key,12 Factor App,https://architecture.example.com/pattern/secret-rotation-runbook,engineering-blog,2026-05-04,any,any,medium,medium
35,secrets,JWT key identifier,Use kid header and key set for token verification,JWT signing key rotation and multi-service validation,Incorrect kid handling can create vulnerabilities,Resolve kid from allowlisted key set and reject unknown keys,jwt kid jwks key rotation,RFC 7517,https://architecture.example.com/pattern/jwt-key-identifier,official-docs,2026-05-04,any,any,medium,medium
36,network,Egress allowlist,Restrict outbound network destinations from backend,High-security services and SSRF risk reduction,Operational overhead for new integrations,Allow known hosts only and monitor denied egress,egress allowlist ssrf network,Zero Trust,https://architecture.example.com/pattern/egress-allowlist,engineering-blog,2026-05-04,any,any,medium,medium
37,network,Mutual TLS internal services,Authenticate service-to-service traffic,Internal APIs in zero trust or regulated environments,Certificate lifecycle adds complexity,Use mTLS with workload identity and rotation,mtls service to service zero trust,SPIFFE,https://architecture.example.com/pattern/mutual-tls-internal-services,engineering-blog,2026-05-04,any,any,medium,medium
38,compliance,Data subject export workflow,Export user data safely for privacy requests,GDPR CCPA and user data portability,Requires data inventory,Queue export job verify identity and audit delivery,data export gdpr privacy,GDPR,https://architecture.example.com/pattern/data-subject-export-workflow,engineering-blog,2026-05-04,any,any,medium,medium
39,compliance,Data deletion workflow,Delete or anonymize user data across systems,Privacy compliance account deletion and retention,Hard with backups and derived data,Maintain deletion map outbox tasks and audit completion,data deletion gdpr retention,GDPR,https://architecture.example.com/pattern/data-deletion-workflow,engineering-blog,2026-05-04,any,any,medium,medium
40,testing,Security regression tests,Keep tests for fixed vulnerabilities,Any app after security bug fixes,Requires translating findings into tests,Add unit integration or E2E test before closing finding,security regression test vulnerability,OWASP SAMM,https://architecture.example.com/pattern/security-regression-tests,engineering-blog,2026-05-04,any,any,medium,medium
