id,category,name,description,when_to_use,trade_offs,implementation_notes,keywords,references,source_url,source_type,last_updated,throughput_tier,latency_tier,cost_tier,complexity_tier
11,queue,Queue observability,Monitor queue depth lag age retries and DLQ count,Any worker based system,Metrics need per queue ownership and alert thresholds,Alert on oldest message age not just queue depth,queue depth lag dlq worker metrics,SRE Workbook,https://architecture.example.com/pattern/queue-observability,engineering-blog,2026-05-04,any,any,medium,medium
12,deploy,Deployment markers,Correlate metrics traces and errors with releases,Any production system with frequent deploys,Needs CI integration,Send release version commit sha and deploy timestamp to observability tools,deploy marker release version commit observability,OpenTelemetry,https://architecture.example.com/pattern/deployment-markers,engineering-blog,2026-05-04,any,any,medium,medium
13,logging,Correlation ID propagation,Pass request ID through HTTP queue and worker boundaries,Distributed systems and async workflows,Requires middleware and message headers,Generate at edge and propagate in every log and span,correlation id request id propagation,OpenTelemetry,https://architecture.example.com/pattern/correlation-id-propagation,engineering-blog,2026-05-04,any,any,medium,medium
14,logging,Log sampling,Reduce high-volume logs while preserving signal,High-throughput APIs and noisy success logs,Can drop useful forensic detail,Sample normal logs but keep errors and security events,log sampling high volume,Google SRE,https://architecture.example.com/pattern/log-sampling,engineering-blog,2026-05-04,any,any,medium,medium
15,logging,Structured domain events,Log domain events with stable names and fields,Auditing analytics and debugging business flows,Requires event taxonomy,Use consistent event_name actor target tenant and result fields,structured domain event logs,OWASP Logging,https://architecture.example.com/pattern/structured-domain-events,engineering-blog,2026-05-04,any,any,medium,medium
16,metrics,USE metrics,Track utilization saturation and errors for resources,Databases queues CPU memory and connection pools,Resource metrics need capacity context,Measure utilization saturation errors per shared resource,use metrics saturation resource,Brendan Gregg,https://architecture.example.com/pattern/use-metrics,engineering-blog,2026-05-04,any,any,medium,medium
17,metrics,Golden signals,Track latency traffic errors and saturation,User-facing services and APIs,Signals need service-specific labels,Create dashboard per service with p50 p95 p99 and error rate,golden signals latency traffic errors,Google SRE,https://architecture.example.com/pattern/golden-signals,engineering-blog,2026-05-04,any,any,medium,medium
18,metrics,Dependency metrics,Measure each downstream call separately,APIs with databases caches and external services,High cardinality if labels include raw URL,Label by dependency operation and status class,dependency metrics downstream latency,OpenTelemetry,https://architecture.example.com/pattern/dependency-metrics,engineering-blog,2026-05-04,any,any,medium,medium
19,tracing,Trace sampling policy,Control trace volume while keeping useful failures,High traffic services using distributed tracing,Too much sampling loses rare issues,Keep all errors and sample normal traffic by rate,trace sampling errors opentelemetry,OpenTelemetry,https://architecture.example.com/pattern/trace-sampling-policy,engineering-blog,2026-05-04,any,any,medium,medium
20,tracing,Async trace context,Propagate trace context through queue messages,Workers event consumers and delayed jobs,Requires message header support,Inject traceparent into message and continue span in worker,async trace context queue,OpenTelemetry,https://architecture.example.com/pattern/async-trace-context,engineering-blog,2026-05-04,any,any,medium,medium
21,alerting,Burn rate alert,Alert on fast and slow SLO budget burn,Production services with defined SLOs,Requires reliable SLI and budget,Use multi-window burn rate alerts,burn rate alert slo,SRE Workbook,https://architecture.example.com/pattern/burn-rate-alert,engineering-blog,2026-05-04,any,any,medium,medium
22,alerting,Symptom-based alerting,Alert on user impact rather than every cause,Production operations and on-call,Root cause may need dashboards,Alert on failed requests latency and data loss symptoms,symptom alert user impact,SRE Workbook,https://architecture.example.com/pattern/symptom-based-alerting,engineering-blog,2026-05-04,any,any,medium,medium
23,alerting,Runbook link in alert,Attach response steps to actionable alerts,On-call systems and recurring incidents,Runbooks can go stale,Include dashboard links owner and first mitigation steps,alert runbook oncall,Google SRE,https://architecture.example.com/pattern/runbook-link-in-alert,engineering-blog,2026-05-04,any,any,medium,medium
24,audit,Data access audit,Record reads of sensitive records,Healthcare finance admin and privacy-sensitive systems,High volume and privacy concerns,Audit actor target reason and access path for sensitive reads,data access audit pii phi, HIPAA,https://architecture.example.com/pattern/data-access-audit,engineering-blog,2026-05-04,any,any,medium,medium
25,quality,Synthetic transaction monitor,Continuously test critical user journeys from outside,Login checkout webhook and public APIs,Can create noise if test data breaks,Run synthetic checks with dedicated test accounts,synthetic monitor transaction api,Google SRE,https://architecture.example.com/pattern/synthetic-transaction-monitor,engineering-blog,2026-05-04,any,any,medium,medium
